,0
197,"Sindh government decides to tighten Covid restrictions until Eid holidays
https://t.co/6Ax6FjSRxS

#SindhGovt… https://t.co/e7zr0bkzTf"
198,"#coronavirus #coronavirusEspana #Covid_19 #COVID2019 #COVID19espana
👉Concellos con restricións a partir do 

🗓0️⃣… https://t.co/xME7Pk7hos"
199,"Which country has the fastest mobile internet in the world?
https://t.co/9TWxXmL0hi

#UAE #InternetSpeed #Internet… https://t.co/fL7saRiYt6"
200,"#COVID19 in Hamilton in May 10.
101 new cases, 1124 active cases, 44 active outbreaks, 129 resolved, 42% received v… https://t.co/CJbntOeLWK"
201,Politics/news are interesting in that way. You don’t know whose interests are being served - or ignored. #COVID19… https://t.co/ZWEtXCgIMe
202,"@selkirkcollege 🎥⛔️ A tribute video to nurses : The unsung heroes during this pandemic 

https://t.co/2LVtzYf0qd… https://t.co/PSUkcaRVC5"
203,Terrible scenes seen in India of a #healthcare system in collapse due to surge of #Covid19 infections are now being… https://t.co/9h7GvYEfxj
204,"#prayforgwyneth I mean, deaths from COVID, mass unemployment, an attempted violent coup on the nations capital and… https://t.co/xBPgpTEGnP"
205,$HGEN #Humanigen #COVID19 New antibody drug helps patients breathe; virus may insert genetic fragments into genetic… https://t.co/7frCxmj2by
206,"@cathemum 🎥⛔️ A tribute video to nurses : The unsung heroes during this pandemic 

https://t.co/2LVtzYf0qd… https://t.co/skYzRzcGS1"
207,@GovSisolak @MickyWhiteNV I bet most of that $ 2.7 billion will get into your pocket. How do I know that??? FOR 2 Y… https://t.co/rgfrbuvhtC
208,"some say it works, some say it's dangerous! #covid19 #CoronavirusPandemic #CovidIndia https://t.co/SaAiPCwqM7"
209,"Check out this recent piece in @thedailystar on #COVID19 in #India 

https://t.co/vymg8XvEWI"
210,"#Treasury begins dispersing $350 Billion in #CovidRelief 

#AmericanRescuePlan #COVID19 #BidenHarrisSaveAmerica  https://t.co/UVPs1a31u3"
211,"2020 was the @TXEMTF's busiest response year to date.

First activated for #COVID19 on 2/6/20 and still activated t… https://t.co/l5BGyyQBx7"
212,@KoudijsHenk @mioliocliogo @andrewbostom @HiljaGebest I'm assuming the 1 in 10 million a year is the chance of dyin… https://t.co/7NlV72Vzmp
213,"Incorrect diagnostic report given by Dr B Lal Clinical laboratory, complaint filed against Dr. B. Lal Clinical Labo… https://t.co/qIZEhHIg0j"
214,"Researchers, who analyzed 72,500 human saliva @CUBoulder samples for #COVID19, say they found asymptomatic individu… https://t.co/TcZ8Av1t4Z"
215,@SamanthaJPower When will the new Govt in the USA call out china for the bio-warfare launched using the #WuhanVirus… https://t.co/iqNZ84NDcR
216,"@StClairCollege 🎥⛔️ A tribute video to nurses : The unsung heroes during this pandemic 

https://t.co/2LVtzYf0qd… https://t.co/Dq5PTLbeiq"
217,"Entry #2065 ""Erased"" is up on The Cat's Cradle! #Covid19 #depression #pandemiclife https://t.co/xbC4dFSg3I"
218,"@FinancialTimes Bc US is hoarding and not sharing vaccines. 

EU foreign policy chief Borrell: China 2nd largest ex… https://t.co/Pg1zAzq5xP"
219,"There is a beahavioral psychologist on the news explaining on detail how we can hug carefully. 

#COVID19 has turne… https://t.co/mP7MQeXPy8"
220,"Henderson area folks! In the words of Alexander Hamilton, ""Don't throw away your shot."" Get your COVID vaccine now… https://t.co/sAHqpvyqGY"
221,"Dracula’s castle offering free COVID19 vaccines 💉!

Far out! Hmm, Dracula is cooler than ever!

#Romania… https://t.co/gipqV53J16"
222,I speak with @NatashaFatah on @CBCNews Canada about the latest COVID19 situation in India. We speak about our COVID… https://t.co/cxi62fcByI
223,"Hahahah yo come this side😂 ba re hade

#ANCNEC #AceSuspendsCyril  #ramaphosa #COVID19 https://t.co/48LvIFEbk1"
224,".@MRIGlobal_News' contract with @DHSgov, which could reach $2 billion, will involve #COVID19 testing and sample col… https://t.co/jfwyOwTFl0"
225,And again tonight… elderly relative saying it’s OK to do things not yet allowed in #Scotland because ‘Boris Johnson… https://t.co/ZhxBG0ilM4
226,"The #pandemic brought change to many industries, and #energy #powergeneration #electricity is no exception. Legal e… https://t.co/lzrE7TGIrg"
227,"Devastating news @jasghar. Rightly put, it's huge personal and professional loss amid #COVID19  No words cover grie… https://t.co/EBBBjNW0aM"
228,"Where has gone the poll-promise of "" Free Vaccine"" by Mamata Banerjee &amp; Modi during #BengalElection2021? #COVID19 s… https://t.co/fYdKgTDxJ6"
229,Author @Tombenjaminsays talks about HIS city - #Bologna - and the famine in food city one year down the line… https://t.co/asm9UitPs4
230,#ivermectin is not safe in high doses folks. Government is doing mistake by clearing 5 doses. I took 5 for Covid19… https://t.co/tcnQFy0fLu
231,"Vaccine appointments are available at

Gotham Health, East New York (Moderna)
2094 Pitkin Avenue, Brooklyn, NY, 112… https://t.co/HHioj3COOE"
232,"Marshall County: Free #COVID19 testing is available May 14, 11 a.m.-5 p.m. at the Cameron City Building. For more f… https://t.co/ve7hSek8zy"
233,"This past year, AKF advocated for a national special enrollment period (SEP) during the #COVID19 pandemic to ensure… https://t.co/MRfpnDUISM"
234,"COVID test fee fixed at $50 for all ECOWAS nationals, says FG | TheCable https://t.co/Ecu9tTY0gx

#COVID19 https://t.co/qSD2yV6ksQ"
235,"Cipla's deal with Lilly expands the Indian drugmaker's portfolio of #Covid19 drugs

https://t.co/fVtzAnBNEP"
236,"It's understandable to feel anxious about the new vaccines, but here are some tips to help you cope with those worr… https://t.co/ncbQ8m6gTY"
237,"Just made the appointment for my 13 year old to get his COVID19 vaccine 💉 By months end, every eligible family memb… https://t.co/WYEPU0k4V6"
238,It's time to recognise that neocolonial thinking influences global vaccine production capabilities #COVID19 https://t.co/JstgLbjuXx
239,"@StoryHaikuTanka 208th Entry,#Coronavirus #Poetry Diary https://t.co/wUuSJPAYmx

gathering dark
hospital windows sh… https://t.co/0cSe1EGNXi"
240,"Join us May 19th for the University of Waterloo #Hallman Lecture Series: #Indigenous Communities and #COVID19. 

I'… https://t.co/2BZ7cvcGVr"
241,"Every vaccine gives us hope. Play your part, roll your sleeves up and get the vaccine when it's offered. Every… https://t.co/FAejU7yMXH"
242,"@uSaskNursing 🎥⛔️ A tribute video to nurses : The unsung heroes during this pandemic 

https://t.co/2LVtzYf0qd… https://t.co/vavww15rIH"
243,"@ducksVSall Stupid people doing stupid things, and affecting everyone else. #COVIDIOTS #COVID19"
244,Back by popular demand #sale 70% #freeshipping https://t.co/NqEZSuSbbm via @Etsy #COVID19 #ThankYouNurses #giftidea https://t.co/lxwLCaOEfv
245,Instead of having multiple vaccine passports we would better have an ERC token used globally by everyone. #COVID19… https://t.co/Rp7mRCLw8F
246,"[BC] Chilliwack! Chilliwack Safeway Sardis (45610 Luckakuck Way) has so many appointments for you TODAY! AZ, 30+! L… https://t.co/Wl3W6dW3oB"
247,The #HEROESReseach team's @texhern w/ @DCRINews recently spoke to @WRAL on the significance of Pfizer applying for… https://t.co/E7h7OYY7eQ
248,"#BedsAvailability #Rajasthan #CovidResources
Isolation beds available -Ganganagar, Rajasthan:
1. Jan Sewa Hospital… https://t.co/jPmFWC9gCV"
249,Covid19 destroyed the dream https://t.co/nulmjjd2mz
250,You’re invited! Join us for the next R2H All Hands Organizing Meeting on Thurs 5/20. Learn how you can get into act… https://t.co/zoYjHEYaI8
251,@RushUNursing @RushNursingDean @wrenethajulion 🎥⛔️ A tribute video to nurses : The unsung heroes during this pandem… https://t.co/DZnhKVrJTx
252,"Ohio #COVID19 dashboards📊for May 10

Vaccinations: +29,042
Cases: +713👀
14d Cases: 15,109 (-419 vs day prior)
14d C… https://t.co/cJf0k6YrJf"
253,The discussions between @KaiRyssdal &amp; @MollyWood about workers seeking much greater meaning really resonated w/ me… https://t.co/7RsDHvAUSr
254,Great paper from @Zzzxueying and team! They looked into the modifying effect of age among neighborhood characterist… https://t.co/eyBCheAvdX
255,"After less Deaths by #COVID19 graph, the exhibits appear to deny those statements. Missing people are ""Found"". Firs… https://t.co/4k5428LQkL"
256,U​.​S. House of Representatives: Free2Care Coalition Asks 10 COVID19 Stimulus Priorities - Sign the Petition!… https://t.co/BcK0Wh1IKQ
257,"Overpriced digital loans in #Kenya have become a “huge burden to the consumer” during the #COVID19 pandemic, says f… https://t.co/SRdos9zHih"
258,"@NickAdamsinUSA Nutty folks screaming about ""Cancel Culture"" is a real pandemic on Fox News.   

In the real word,… https://t.co/ttfGmVbHAA"
259,Did you know we're an official #COVID19 PCR testing site? Book your appointment today. https://t.co/AkU6gDLaIP https://t.co/GpKgBVTees
260,"Here are a few reasons to pick up a copy of The Guardian on Tuesday

#INEC #Clubhouse #TokyoOlympics #IPOB… https://t.co/gYyzl13z38"
261,China discussed weaponizing SARS Corona Virus in a way ‘never seen before’ -  we get Covid19 springing up in Wuhan… https://t.co/1dNN0zGshI
262,#COVID19 vaccines in use or in testing in the US cannot give you COVID. Side effects are normal and mean that your… https://t.co/wBvWNWFp03
263,Please wear a mask and wash your paws to prevent #COVID19 https://t.co/4wvaVHACCj
264,Businesses saying that they can't find workers post #Covid19 should be looking at what they're offering for pay and… https://t.co/682TTIqSGF
265,No be only #Covid19 lockdown phase IV  Na  Lekki Phase IV
266,"Please share this resource with everyone who needs it.

One directory for all COVID19 resources on the internet, it… https://t.co/NQXtbJnnZ0"
267,@TOIHyderabad @TelanganaCMO @TOITelangana @timesofindia @TOICitiesNews My own college colleague has just died of co… https://t.co/WEHCX0JiPy
268,"Of all the time to fight. Covid19 raging. Global economy shaky...

Pause war boleh x hahaha"
269,@TelanganaCMO needs to review health management of State to curb #COVID19. I have already alerted govt to take hast… https://t.co/EDo9YozIZU
270,"@MartinKulldorff @michaelbd ""COVID19 is a contrast agent revealing what is wrong with society but was invisible.""

https://t.co/jgHeaJWBLk"
271,Evening @NicolaSturgeon just trying to finalise my teams rota for next week......any chance of a wee heads up so I… https://t.co/bwKyhofu0h
272,"Our former collaborator H. Maecker writes about ""immune signature"" of #covid19 https://t.co/IXrItH8wZy @bmj_latest… https://t.co/nyYkf1Vl2H"
273,Fucking great. We're gonna be stuck in COVID lockdown hell forever thanks to constant flood of complete fucking mor… https://t.co/mBTnydmwww
274,India’s health authorities warned about a fungal infection seen in some #COVID19 patients which can disfigure facia… https://t.co/4zkiLFpTqb
275,With the British Government unwilling to waive a quarantine requirement for #UEFA officials and partners travelling… https://t.co/1hx8PNbOkL
276,"@NigeriaGov @DigiCommsNG Tightens #COVID19 Measures, Imposes Night Curfew

He also said with effect from Tuesday, n… https://t.co/ygc0dO81UE"
277,"@NaijaFlyingDr When this was seen before, you can almost say the person is Diabetic but #COVID19 is proving to chan… https://t.co/MfkSRN5r4I"
278,"Please Support #ARMENIANFOODBANK ❤️ 
Thank you!

 https://t.co/lUugh2Mty6 

#Armenia #Artsakh #God #CHINA #RUSSIA… https://t.co/mDelWfMB5V"
279,"Please Support #ARMENIANFOODBANK ❤️ 
Thank you!

 https://t.co/gbtyopO9xH 

#Armenia #Artsakh #God #CHINA #RUSSIA… https://t.co/LFDDfyd0LK"
280,"Wednesday! Get ready! 
Julie Gralow - CMO of ASCO
Ben Anderson - Consultant Surgeon to WHO
Joe Sirintrapun - MSKCC… https://t.co/fts7CvVCq3"
281,"We, the Indians will fight and defeat the #ChineseVirus #Covid19.

Bharat will the awakened from slumber to take on… https://t.co/BCNuJ3XuV6"
282,An important message from HCR: The health and safety of employees and clients remains critically important to us an… https://t.co/JuZ1kFYFPV
283,🇸🇰State Secretary of @SlovakiaMFA @MartinKlus will attend a physical #GAC meeting in Brussels tmrw. Main topics amo… https://t.co/n3VwyOJeTI
284,"#COVID19 #facts on @Google:

death rate (positive cases) 2%
death rate (all 🇨🇦 ) 0.06%
COVID after vaccine: 0.02%
d… https://t.co/5vpQfrISqJ"
285,"Now is the best time ever in history to be making music. Covid19 made new avenues to make money. 
If you serious ab… https://t.co/Q9Vi5KhQYv"
286,Gov. Ron DeSantis has signed into law a bill that bans businesses from requiring that customers show proof that the… https://t.co/f42FsGaCyP
287,Great conversation with @Richard_Florida on @geekwire about the overblown #tech exodus and how #cities will regroup… https://t.co/p0OaegNsCJ
288,In April 2021 @NicolaSturgeon tells @ITV A vote for @SNP is NOT a vote for Independence Indeed Scots NOT voting for… https://t.co/fQd90hWmpk
289,"#Mucormycosis also called as #BlackFungus is emerging as complications in few #COVID19 recovered patients. 
How to… https://t.co/QpQglTWldm"
290,So what would Bishop do next time he is traveling to the abroad and is asked for a #COVID19 vaccine passport?
291,"#COVID19: Describing the Covid situation in the country as grave, Leader of Congress in Lok Sabha Adhir Ranjan Chow… https://t.co/fiFFzeSnUd"
292,"After campaigning around #hatecrime throughout the #COVID19 pandemic, we are incredibly saddened to hear about this… https://t.co/S0z9t2DOwV"
293,@NTANewsNow I've been seeing CNN's news lately on Covid19 &amp; lockdowns.. I knew the copy paste Nigerian government w… https://t.co/I6H7xT2wag
294,"@tjelailah I found something similar on the NCDC website.
The trend progression

https://t.co/t1dnsR6ESm"
295,"Oxygen cylinder and concentrators in Lucknow
Contact- +91 99847 86786 ( WhatsApp only)
Verified at 12:03pm on 11 ma… https://t.co/UcQVl5WdCg"
296,"Yep Where's the Mass Media Exposure
Watch as the send countless Covid19 BS or Democratic and Republican spoke scree… https://t.co/e6Ntk2zF3A"
297,"When someone argues the vaccine or spouts some bs;
Me: ""I'm not a doctor...."" 
Them: ""but?"" 
Me: ""No I'm just sayin… https://t.co/zFPwl7GfkE"
298,"We all want to get back to the things we love to do. Help us get there by following CDC guidelines, wearing a mask… https://t.co/0sc0o1vZ4S"
299,Fully Vaccinated Travelers Will Not be Tested For COVID-19 at Entebbe – Dr. Olaro #News #Uganda #WhisperEyeNews… https://t.co/69JANfAqse
300,"""PHAs know their residents, have established communications processes, and have dedicated staff to support implemen… https://t.co/jOSjFm8KPK"
301,"Quick update from May Council meeting, including car parking bye laws and some Covid related stuff. #COVID19 #lucan… https://t.co/90qtRDitSt"
302,The positive outcome of #COVID19 if we can use this as a positive is that people supported each other. Industry com… https://t.co/VbppFe8dwK
303,"We are curious about your opinion on this issue.🤔
Would you like to share with us?

https://t.co/mumB0n81zY… https://t.co/p50POHqL1w"
304,"@IAmAkpomejeme @DrOlufunmilayo Emir of Daura suspended Sallah celebrations due to insecurity, he might know that Bu… https://t.co/2bViZgid3x"
305,@LANES honors the #HealthCareHeroes of our #hosipals during this week’s #NationalHospitalWeek. We celebrate the her… https://t.co/ChuYC3CRTR
306,"@narendramodi @sarbanandsonwal Modi Government is clearly hiding data,actual #COVID19 cases are lot more than what… https://t.co/C9LVBlzitJ"
307,"As Restrictions end
And Normality returns
Remember the lost
#Haiku #COVID19"
308,"COVID-19: FG returns curfew, restriction on mass gatherings https://t.co/ZI1SgadzmL #headlines #topnews #coronavirus #covid19 #nigeria"
309,"#ICYMI, @US_TRANSCOM, and our air component 
@AirMobilityCmd, has delivered needed #COVID19 supplies to #India.… https://t.co/GmXhz3xevd"
310,"I want everyone to know the #COVID19 vaccines are safe and effective at preventing sickness, severe illness, and de… https://t.co/zNl05HJjEq"
311,@ians_india @mybmc #Bollywood druggies want #COVID19 vaccines !
312,The (Updated) Health Protocols of EcoCamp Patagonia to Safely Reopen in Times of #COVID19  https://t.co/MUASXGpN5o #Chile
313,"#Coronavirus: deadly ‘#BlackFungus’ adds to #India’s #pandemic woes

Doctors have been told to look out for signs o… https://t.co/OxqKK15NKv"
314,This. The shit pay was never anywhere near enough to have to deal with the constant absolute shit costumers. And no… https://t.co/BVMRsO93tQ
315,Una situazione drammatica anch'essa #covid19 ‘A hopeless situation’: oxygen shortage fuels #Nepal’s Covid crisis https://t.co/RmCGXsxGgs
316,#COVID19 latest: 'Chris Whitty warns Indian Covid variant could be MORE transmissible than dominant Kent strain as… https://t.co/4JDkizs7ez
317,Breathtaking Covid has learned me to stop and look up❤️🌹 #lovenature #COVID19 https://t.co/My2Rot2pfl
318,"New post up over @CreditSlips on why #mortgageservicers may not be ready for the coming wave of #loan mods, even if… https://t.co/5BZE9zoF8t"
319,"2/2 Ex-US @CDCgov head says he believes SARS-CoV-2, the virus that causes #COVID19, leaked from the #Wuhan Institut… https://t.co/6GicjmAmUa"
320,Covid-19 shifted the way we work - but the new ways are not great for everyone. Now is an important time for your b… https://t.co/mEtBDVa1LD
321,Attention GTA: this is an excellent site for finding #Covid19 vaccine clinics. Displays availability in each clinic… https://t.co/eyxhHZLElC
